分類番号1	分類番号2	食品名カテ1	食品名カテ2	食品名カテ3	食品名カテ4	食品名カテ5	食品名カテ6	食品名カテ7	食品名カテ8	英語表記
72	702				焼き菓子					Baked cakes 
72	7021					せんべい（米菓を除く。）				"“Senbei"" (except rice cracker) "
72	7029					その他の焼き菓子				Other baked cakes 
72	703				米菓					Rice crackers 
72	7031					あられ				"""Arare"" crackers "
72	7032					せんべい				Rice crackers 
72	7039					その他の米菓				Other rice crackers 
72	704				油菓子					Fried candies 
72	7041					かりんとう				"""Karinto"" "
72	7049					その他の油菓子				Other fried candies 
72	705				和生菓子					Japanese cakes 
72	7051					流しもの				Nagashi-mono 
72	70511						ようかん			Fine sweet pastes 
72	70519						その他の流しもの			Other nagashi-mono 
72	7052					蒸しもの				Mushi-mono 
72	70521						まんじゅう			"""Manju"" "
72	70529						その他の蒸しもの			Other mushi-mono 
72	7053					餅もの				Mochi-mono (Rice cakes) 
72	70531						だいふく餅			Daifuku-mochi 
72	70539						その他の餅もの			Other mochi-mono 
72	7054					生もの				Pastry 
72	70541						練りきり			Nerikiri 
72	70542						もなか			Monaka (bean-jam wafer) 
72	70549						その他の生もの			Other pastry 
72	7055					焼きもの				Yaki-mono 
72	70551						どらやき			Dorayaki 
72	70559						その他の焼きもの			Other yaki-mono 
72	7059					その他の和生菓子				Other japanese cakes 
72	706				洋生菓子					Foreign cakes 
72	7061					パイ類				Pies 
72	7062					ケーキ類				Cakes 
72	70621						ショートケーキ			Short cakes 
72	70629						その他のケーキ類			Other cakes 
72	7063					かすてら				"""Kasutera"" sponge cakes "
72	7064					シュー菓子類				Cream puffed cakes 
72	70641						シュークリーム			Cream puff 
72	70649						その他のシュー菓子類			Other cream puffed cakes 
72	7065					プリン・ゼリー類				Puddings and jellies 
72	7069					その他の洋生菓子				Other foreign cakes 
72	707				半生菓子類					Half pastries 
72	708				和干菓子					Japanese dry confectioneries 
72	7081					打ちもの				"""Uchimono"" confectionery "
72	7082					おこし				"""Okoshi"" "
72	7089					その他の和干菓子				Other japanese dry confectioneries 
72	711				キャンデー類					Candies 
72	7111					キャラメル				Caramel 
72	7112					ヌガー				Nougat 
72	7113					ドロップ				Drops 
72	7114					引きあめ				"""Hiki"" candy "
72	7115					生地あめ				"“Kiji"" (plain) candy "
72	7116					清涼菓子				Refreshing cool candies 
72	7119					その他のキャンデー類				Other candies 
72	712				チョコレート類					Chocolates 
72	7121					板もの				Chocolates bar (plain chocolate) 
72	7122					センターもの				Solid chocolate 
72	7129					その他のチョコレート類				Other chocolates 
72	713				チューインガム					Chewing-gum and bubble gum 
72	7131					板ガム				Plain chewing-gum 
72	7132					風船ガム				Bubble gum 
72	7133					糖衣ガム				Sugar-coated chewing-gum 
72	7139					その他のチューインガム				Other chewing-gum 
72	714				砂糖漬菓子					Coating sugar confectioneries 
72	7141					甘納豆				"Sugared beans ""amanatto"" "
72	7149					その他の砂糖漬菓子				Other coating sugar confectioneries 
72	715				スナック菓子					Snack confectioneries 
72	7151					コーン系スナック菓子				Corn snack confectionery 
72	7152					小麦粉系スナック菓子				Flour snack confectionery 
72	7153					ポテト系スナック菓子				Potato snack confectionery 
72	7159					その他のスナック菓子				Other snack confectionery 
72	716				冷菓					Ice confectioneries 
72	7161					シャーベット				Sherbet 
72	7169					その他の冷菓				Other ice confectioneries 
72	799				その他の菓子類					Other confectioneries 
72	8		豆類の調製品							Prepared pulses 
72	801				あん					Bean jam 
72	8011					生あん				Bean jam (raw) 
72	8012					ねりあん				Bean jam (pastry) 
72	8013					乾燥あん				Dried bean jam 
72	802				煮豆					Boiled pulses 
72	8021					ゆであずき				"Boiled ""azuki"" beans "
72	8022					おたふく豆				Boiled broad beans 
72	8023					豆きんとん				"“Mamekinton"" "
72	8029					その他の煮豆				Other boiled beans 
72	803				豆腐・油揚げ類					Soybean curd and fried soy bean curds 
72	8031					もめん豆腐				"""Momen"" soybean curd "
72	8032					きぬごし豆腐				"""Kinugoshi"" soybean curd "
72	8033					ソフト豆腐				Soft soybean curd 
72	8034					充てん豆腐				Packed soybean curd 
72	8035					焼き豆腐				Yaki soybean curd 
72	8036					油揚げ				Fried soybean curd 
72	8037					生あげ				"""Namaage"" "
72	8038					がんもどき				"'Ganmodoki"" "
72	804				ゆば					"""Yuba"" "
72	805				凍豆腐					Dehydrofreezed bean curd 
72	806				納豆					"""Natto"" "
72	807				きなこ					"Kinako, roasted and ground "
72	808				豆乳類（７６１２２８）					Soy milks 
72	8081					豆乳（７６１２２８１）				Soy milk 
72	8082					調製豆乳（７６１２２８２）				Prepared soy milk 
72	8083					豆乳飲料（７６１２２８３）				Soy milk beverage 
72	811				ピーナッツ製品（落花生油を除く。）					Peanut products (except peanut oil) 
72	8111					ピーナッツバター				Peanut butter 
72	8112					バターピーナッツ				Buttered peanut 
72	8113					いりさや落花生				Roasted peanut with shell 
72	8114					いり落花生				Roasted peanut 
72	8119					その他のピーナッツ製品（落花生油を除く。）				Other peanut products (except peanut oil) 
72	812				いり豆類（落花生を除く。）					Roasted beans (except peanut) 
72	899				その他の豆類の調製品					Other prepared beans 
72	9		その他の農産加工食品							Other processed agricultural foods 
72	91			こんにゃく						"""Kon-nyaku"" (Paste made from the elephant root) "
72	99			他に分類されない農産加工食品						"Processed agricultural foods, n.e.c. "
73		畜産加工食品								PROCESSED ANIMAL FOODS 
73	1		肉製品							"Meat, prepared "
73	11			加工肉製品						Processed meet 
73	111				ハム類					"Ham, pressed ham and mixed ham "
73	1111					単味ハム				Ham 
73	1112					プレスハム				Pressed ham 
73	1113					混合プレスハム				Mixed pressed ham 
73	112				ソーセージ類					Sausage and mixed sausage 
73	1121					ソーセージ				Sausage 
73	1122					混合ソーセージ				Mixed sausage 
73	113				ベーコン					Bacon 
73	12			鳥獣肉のかん・びん詰（気密容器入りのもの）						"Meat, canned or bottled (in airtight containers) "
73	121				牛肉かん・びん詰（気密容器入りのもの）					"Beaf and veal, canned or bottled (in airtight containers).. 160250 "
73	1211					コンビーフかん・びん詰（気密容器入りのもの）				"Corned beef, canned or bottled (in airtight containers) "
73	1219					その他の牛肉かん・びん詰（気密容器入りのもの）				"Other beef and veal, canned or bottled (in airtight containers) "
73	122				豚肉かん・びん詰（気密容器入りのもの）					Pork canned or bottled (in airtight containers) 
73	1221					ハムかん・びん詰（気密容器入りのもの）				"Ham, canned or bottled (in airtight containers) "
73	1222					ソーセージかん・びん詰（気密容器入りのもの）				"Sausage, canned or bottled (in airtight containers) "
73	1223					ベーコンかん・びん詰（気密容器入りのもの）				"Bacon, canned or bottled (in airtight containers) "
73	1224					ランチョンミートかん・びん詰（気密容器入りのもの）				"Luncheon meat, canned or bottled (in airtight containers) "
73	1229					その他の豚肉かん・びん詰（気密容器入りのもの）				"Other pork, canned or bottled (in airtight containers) "
73	123				鶏肉かん・びん詰（気密容器入りのもの）					"Chicken, canned or bottled (in airtight containers) "
73	129				その他の鳥獣肉のかん・びん詰（気密容器入りのもの）					"Other meat, canned or bottled (in airtight containers).. "
73	13			鳥獣肉冷凍食品						"Meat, prepared frozen foods "
73	131				牛肉冷凍食品					"Beef, prepared frozen foods "
73	132				豚肉冷凍食品					"Pork, prepared frozen foods "
73	133				羊肉冷凍食品					"Mutton, prepared frozen foods "
73	134				鳥肉冷凍食品					"Poultry, prepared frozen foods "
73	139				その他の鳥獣肉冷凍食品					"Other meat, prepared frozen foods "
73	19			その他の肉製品						"Other meat, prepared "
73	191				つくだに肉					"""Tsukudani niku"" "
73	192				かすづけ肉					"""Kasuzuke niku"" "
73	193				みそづけ肉					"""Misozuke niku"" "
73	194				ペースト類（かん・びん詰を含む。）					Meat paste (including canned or bottled) 
73	195				肉のエキス					Extract of meat 
73	196				肉のスープ					Meat soup 
73	197				ミートジュース					Meat juice 
73	199				他に分類されない肉製品					"Meat, prepared, n.e.c. "
73	2		酪農製品							Dairy products 
73	21			液状のミルク・クリーム						Fluid milk and cream 
73	211				牛乳					Fluid milk 
73	212				加工乳					Processed milk 
73	213				脱脂乳					Skim milk 
73	214				クリーム					Cream 
73	215				ホエイ					Whey 
73	216				バターミルク					Butter milk 
73	217				乳飲料					Milk drinks 
73	219				その他の液状のミルク・クリーム					Other fluid milk and cream 
73	22			練乳及び濃縮乳						Condensed and evaporated milk 
73	221				加糖練乳					Sweetened condensed milk 
73	222				濃縮乳					Condensed milk 
73	223				無糖練乳					Evaporated milk 
73	224				脱脂加糖練乳					Sweetened condensed skim milk 
73	229				その他の練乳及び濃縮乳					Other condensed and evaporated milk 
73	23			粉乳						Powdered milk 
73	231				全粉乳					Whole powdered milk 
73	232				加糖粉乳					Sweetened powdered milk 
73	233				調製粉乳					Prepared powdered milk 
73	234				脱脂粉乳					Skim milk powder 
73	235				ホエイパウダー					Whey powder 
73	236				バターミルクパウダー					Butter milk powder 
73	237				アイスクリームミックスパウダー					Ice cream mixed powder 
73	239				その他の粉乳					Other powdered milk 
73	24			はっ酵乳及び乳酸菌飲料						Fermented milk and lactic fermented milk drinks 
73	241				はっ酵乳					Fermented milk 
73	242				乳酸菌飲料					Lactic fermented milk drinks 
73	25			バター						Butter 
73	251				無塩バター					"Butter, unsalted "
73	252				加塩バター					"Butter, salted "
73	253				バターオイル					Butter oil 
73	259				その他のバター					Other butter 
73	26			チーズ及びカード						Cheese and curd 
73	261				ナチュラルチーズ					Natural cheese 
73	262				プロセスチーズ					Processed cheese 
73	269				その他のチーズ及びカード					Other cheese and curd 
73	27			アイスクリーム類						Ice creams 
73	271				アイスクリーム					Ice cream 
73	272				アイスミルク					Ice milk 
73	273				ラクトアイス					Lactic ice 
73	279				その他のアイスクリーム類					Other ice creams 
73	28			乳糖，カゼイン及び調製品						"Lactose, casein and preparations "
73	281				乳糖					Lactose 
73	282				ココア調製品（乳成分を含む。）					Cocoa preparations (including milk contents) 
73	283				調製食料品（乳成分を含む。）					Prepared foodstuffs (including milk contents) 
73	284				調製バター（バターとその他の油脂を混和したもの）					Compound butter (butter and other edible oils or fats mixed) 210690 
73	285				カゼイン類					Caseins 
73	29			その他の酪農製品						Other dairy products 
73	3		加工卵製品							Processed poultry eggs 
73	31			鶏卵の加工製品						Processed chicken eggs 
73	311				液鶏卵					Fluid chicken eggs 
73	3111					全液鶏卵				Whole fluid chicken egg 
73	3112					卵白液鶏卵				Fluid chicken egg white 
73	3113					卵黄液鶏卵				Fluid chicken egg yolk 
73	312				粉末鶏卵					Powdered chicken eggs 
73	3121					全粉鶏卵				Powdered whole egg 
73	3122					卵白粉鶏卵				Powdered egg white 
73	3123					卵黄粉鶏卵				Powdered egg yolk 
73	313				鶏卵加工冷凍食品					Prepared chicken eggs frozen foods 
73	319				その他の鶏卵加工製品					Other processed chicken eggs 
73	39			その他の加工卵製品						Other processed eggs 
73	391				あひるの卵の加工製品					Processed duck eggs 
73	392				うずらの卵の加工製品					Processed quail eggs 
73	399				他に分類されない加工卵製品					"Processed eggs, n.c.c. "
73	9		その他の畜産加工食品							Other processed animal foods(except fishery products) 
74		水産加工食品								PROCESSED SEA FOODS
74	1		加工魚介類							"Fish and shellfish, prepared or preserved "
74	11			素干魚介類						Unsalted and dried fish and shellfishes 
74	111				みがきにしん					"""Migakinishin"" (dried herring) "
74	1111					本干みがきにしん				Fully-dried herring 
74	1112					半干みがきにしん				Half-dried herring 
74	1113					生干みがきにしん				Raw-dried herring 
74	112				干かずのこ					"""Hoshikazunoko"" (dried herring roes) "
74	113				素干いわし					Dried sardine 
74	1131					たづくり				Dried sardine (fry) 
74	1132					たたみいわし				Sardine paper 
74	114				干たら（すけとうだらを含む。）					Dried slice cod (including Alaska pollack) 
74	1141					棒たら（すけとうだらを含む。）				Dried cod slice (including Alaska pollack) 
74	1142					凍棒たら（すけとうだらを含む。）				Frozen-dried cod (including Alaska pollack) 
74	1143					丸干たら（すけとうだらを含む。）				"Dried cod, whole (including Alaska pollack) "
74	1144					凍丸干たら（すけとうだらを含む。）				"Frozen-dried cod, whole (including Alaska pollack) "
74	1145					みんたい				Dressed Alaska pollack 
74	115				さめひれ					Dried sharkfin 
74	1151					さめひれ				Sharkfin (dried) 
74	1152					小さめひれ				Small sharkfin (dried) 
74	116				するめ					"“Surume"" (dried squid and cuttlefish) "
74	1161					するめいかするめ				Dried cuttlefish 
74	1162					一番みがきするめ				"No. 1 ""migaki"" dried squid "
74	1163					二番みがきするめ				"No.2 “migaki"" dried squid "
74	1164					おたふくするめ				"""Otafuku"" dried squid .... "
74	1169					その他のするめ				Other dried cuttlefish and squid 
74	119				その他の素干魚介類					Other unsalted and dried fish and shellfishes 
74	1191					素干わかさぎ				Dried pond smelt 
74	1192					素干きびなご				"Dried pond herring (""kibinago"") "
74	1193					素干かれい				Dried flatfish 
74	1194					素干かすべ				Dried skate 
74	1195					素干こうなご				Dried sand lance 
74	1196					素干えび				Dried shrimp 
74	1197					素干あみ				Dried mysid shrimp 
74	1199					他に分類されない素干魚介類				"Unsalted and dried fish and shellfishes, n.e.c. "
74	12			塩干魚介類						Salted and dried fish and shellfishes 
74	121				干にしん					Salted and dried herring 
74	1211					丸干にしん				"Salted and dried herring, whole "
74	1212					開にしん				"Salted and dried herring, opened "
74	122				干いわし					Salted and dried sardine 
74	1221					丸干いわし				"Salted and dried sardine, whole "
74	1222					開いわし				"Salted and dried sardine, opened "
74	123				干さば					Salted and dried mackerel 
74	1231					丸干さば				"Salted and dried mackerel, whole "
74	1232					開さば				"Salted and dried mackerel, opened "
74	124				干あじ					Salted and dried horse mackerel 
74	1241					丸干あじ				"Salted and dried horse mackerel, whole "
74	1242					開あじ				"Salted and dried horse mackerel, opened "
74	125				干たら（すけとうだらを含む。）					Salted and dried cod (including Alaska pollack) 
74	1251					開たら（すけとうだらを含む。）				"Salted and dried cod, opened (including Alaska pollack)"
74	1252					すきみだら（すけとうだらをふくむ。）				" ""Sukimi tara"" (including Alaska pollack) "
74	1253					塩干皮むきみたら				"Salted and dried cod, skinless "
74	1259					その他の干たら（すけとうだらを含む。）				Other salted and dried cod (including Alaska pollack).. 
74	126				干かれい					Salted and dried flatfish 
74	127				干さんま					Salted and dried saury pike 
74	1271					丸干さんま				"Salted and dried saury pike, whole "
74	1272					開さんま				"Salted and dried saury pike, opened "
74	128				干とびうお					Salted and dried flying-fish 
74	129				その他の塩干魚介類					Other salted and dried fish and shellfishes 
74	1291					干さめ				Salted and dried shark meat 
74	1292					開かます				"Salted and dried barracuda, opened "
74	1293					開ふぐ（すきみふぐを含む。）				"Salted and dried puffer, opened (including ""sukimifugu"") "
74	1294					塩干するめ				Salted and dried cuttlefish and squid 
74	1295					塩干たら				Salted and dried cod 
74	1299					他に分類されない塩干魚介類				"Salted and dried fish and shellfishes, n.e.c. "
74	13			煮干魚介類						Cooked and dried fish and shellfishes 
74	131				煮干いわし類					Cooked and dried sardines 
74	1311					煮干いわし				Cooked and dried sardine 
74	1312					しらす干				Cooked and dried whitebait 
74	132				煮干さば					Boiled and dried mackerel 
74	133				煮干あじ					Boiled and dried sand lance 
74	134				煮干こうなご					Boiled and dried horse mackerel 
74	135				干貝柱					Dried scallop ligament 
74	1351					干ほたて貝柱				Boiled and dried shell ligament 
74	1352					干いたや貝柱				"Dried ""itaya"" shellfish ligament "
74	1359					その他の干貝柱				Other boiled and dried shell ligament 
74	136				干あわび					Boiled and dried abalone 
74	1361					明ほう				"""Mei-ho"" "
74	1362					灰ほう				"""Hai-ho"" "
74	137				煮干えび					Boiled and dried shrimp 
74	1371					煮干皮つきえび				"Boiled and dried shrimp, whole "
74	1372					煮干むきえび				"Boiled and dried shrimp, shucked "
74	138				干なまこ					Boiled and dried sea cucumber 
74	139				その他の煮干魚介類					Other boiled and dried fish and shellfishes 
74	1391					煮干にしん				Boiled and dried herring 
74	1392					煮干わかさぎ				Boiled and dried pond smelt 
74	1393					煮干貝類				Boiled and dried shellfish 
74	1394					圧搾煮干さんま				"Pressed, boiled and dried saury pike "
74	1395					煮干いか				Boiled and dried cuttlefish 
74	1396					煮干かき				Boiled and dried oyster 
74	1399					他に分類されない煮干魚介類				"Boiled and dried fish and shellfishes, n.e.c. "
74	14			塩蔵魚介類						Salted fish and shellfishes 
74	141				塩蔵にしん					Salted herring 
74	1411					一塩にしん				Slightly salted herring 
74	1412					塩にしん				Moderately salted herring 
74	1413					堅塩にしん				Salted herring 
74	142				塩蔵いわし					Salted sardine 
74	1421					塩いわし				Slightly salted sardine 
74	1422					塩蔵いわし（塩いわしを除く。）				Salted sardine (except slightly salted sardine) 
74	143				塩蔵さば					Salted mackerel 
74	1431					塩さば				Slightly salted mackerel 
74	1432					塩蔵さば（塩さばを除く。）				Salted mackerel (except slightly salted mackerel) 
74	144				塩蔵たら（すけとうだらを含む。）					Salted cod (including Alaska pollack) ..... 
74	1441					塩たら（すけとうだらを含む。）				Slightly salted cod (including Alaska pollack) 
74	1442					塩蔵開たら（すけとうだらを含む。）				Salted cod (including Alaska pollack) 
74	145				塩蔵さんま					Salted saury pike 
74	1451					塩さんま				Slightly salted saury pike 
74	1452					堅塩さんま				Salted saury pike 
74	146				塩蔵ほっけ					Salted atka mackerel 
74	1461					塩ほっけ				Slightly salted atka mackerel 
74	1462					堅塩ほっけ				Salted atka mackerel 
74	147				塩蔵さけ・ます					Salted salmon 
74	1471					塩さけ				Salted salmon 
74	1472					塩ます				Salted trout 
74	149				その他の塩蔵魚介類					Other salted fish and shellfishes 
74	1491					塩蔵かつお				Salted skipjack 
74	1492					塩蔵ぶり				Salted yellowtail 
74	1493					塩蔵いか				Salted cuttlefish and squid 
74	1494					塩かずのこ				"Slightly salted herring-roes (“shio-kazunoko"") "
74	1495					塩たらこ				"Slightly salted cod-roes (""shio-tarako"") "
74	1496					すじこ				"""Sujiko"" "
74	1497					いくら				"""Ikura"" "
74	1498					キャビア				Caviar (e) 
74	1499					他に分類されない塩蔵魚介類				"Salted fish and shellfishes, n.e.c. "
74	15			かん詰魚介類						Canned fish and shellfishes 
74	1501					あじかん詰				Canned horse mackerel 
74	15011						あじ水煮かん詰			Canned horse mackerel in brine 
74	15012						あじトマトづけかん詰			Canned horse mackerel in tomato sauce 
74	15013						あじ香辛料づけかん詰			Canned spiced pack horse mackerel 
74	15014						あじ味付かん詰			Canned seasoned horse mackerel 
74	15019						その他のあじかん詰			Other canned horse mackerel 
74	1502					いわしかん詰				Canned sardine 
74	15021						いわし水煮かん詰			Canned sardine in brine 
74	15022						いわしトマトづけかん詰			Canned sardine in tomato sauce 
74	15023						いわし香辛料づけかん詰			Canned spiced pack sardine 
74	15024						いわし味付かん詰			Canned seasoned sardine 
74	15025						いわし油づけかん詰			Canned sardine in oil 
74	15026						いわしくん製油づけかん詰			Canned smoked sardine in oil 
74	15027						いわしかば焼かん詰			"Canned baked and seasoned sardine (""iwashi-kabayaki canzume"") "
74	15029						その他のいわしかん詰			Other canned sardine 
74	1503					かつおかん詰				Canned skipjack 
74	15031						かつお水煮かん詰			Canned skipjack in brine 
74	15032						かつお味付かん詰			Canned seasoned skipjack 
74	15033						かつお油づけかん詰			Canned skipjack in oil 
74	15034						かつおくん製油づけかん詰			Canned smoked skipjack in oil 
74	15035						かつお野菜煮かん詰			Canned skipjack added vegetable 
74	15036						かつおてり焼かん詰			Canned skipjack (teriyaki style) 
74	15037						かつお角煮かん詰			Canned skipjack (kakuni style) 
74	15039						その他のかつおかん詰			Other canned skipjacks 
74	1504					きわだかん詰				Canned yellow fin tuna 
74	15041						きわだ水煮かん詰			Canned yellow fin tuna in brine 
74	15042						きわだ油づけかん詰			Canned yellow fin tuna in oil 
74	15049						その他のきわだかん詰			Other canned yellow fin tuna 
74	1505					さけ・ますかん詰				Canned salmon 
74	15051						さけ・ます水煮かん詰			Canned salmon in brine 
74	15052						さけ・ます味付かん詰			Canned seasoned salmon 
74	15053						さけ・ますくん製油づけかん詰			Canned smoked salmon in oil 
74	15054						さけ・ます野菜煮かん詰			Canned salmon added vegetable 
74	15059						その他のさけ・ますかん詰			Other canned salmon 
74	1506					さばかん詰				Canned mackerel 
74	15061						さば水煮かん詰			Canned mackerel in brine 
74	15062						さばトマトづけかん詰			Canned mackerel in tomato sauce 
74	15063						さば香辛料づけかん詰			Canned spiced pack mackerel 
74	15064						さば味付かん詰			Canned seasoned mackerel 
74	15065						さば油づけかん詰			Canned mackerel in oil 
74	15066						さばてり焼かん詰			Canned mackerel (teriyaki style) 
74	15067						さばみそ煮かん詰			"Canned mackerel in “miso"" "
74	15069						その他のさばかん詰			Other canned mackerel 
74	1507					さんまかん詰				Canned saury pike 
74	15071						さんま水煮かん詰			Canned saury pike in brine 
74	15072						さんまトマトづけかん詰			Canned saury pike in tomato sauce 
74	15073						さんま香辛料づけかん詰			Canned spiced pack saury pike 
74	15074						さんま味付かん詰			Canned seasoned saury pike 
74	15075						さんま油づけかん詰			Canned saury pike in oil 
74	15076						さんまくん製油づけかん詰			Canned smoked saury pike in oil 
74	15077						さんまかば焼かん詰			Canned spitch cocked saury pike 
74	15079						その他のさんまかん詰			Other canned saury pike 
74	1508					びんながかん詰				Canned albacore 
74	15081						びんなが水煮かん詰			Canned albacore in brine 
74	15082						びんなが油づけかん詰			Canned albacore in oil 
74	15089						その他のびんながかん詰			Other canned albacore 
74	1511					ぶりかん詰				Canned yellowtail 
74	15111						ぶり水煮かん詰			Canned yellowtail in brine 
74	15112						ぶり味付かん詰			Canned seasoned yellowtail 
74	15113						ぶり油づけかん詰			Canned yellowtail in oil 
74	15114						ぶりくん製油づけかん詰			Canned smoked yellowtail in oil 
74	15115						ぶりてり焼かん詰			Canned yellowtail (teriyaki style) 
74	15119						その他のぶりかん詰			Other canned yellowtail 
74	1512					まぐろかん詰				Canned tuna 
74	15121						まぐろ水煮かん詰			Canned tuna in brine: 
74	15122						まぐろ味付かん詰			Canned seasoned tuna 
74	15123						まぐろ油づけかん詰			Canned tuna in oil 
74	15124						まぐろ野菜煮かん詰			Canned tuna added vegetable 
74	15125						まぐろてり焼かん詰			Canned tuna (teriyaki style) 
74	15129						その他のまぐろかんづめ			Other canned tuna 
74	1513					めばちかん詰				Canned big-eyed tuna 
74	15131						めばち水煮かん詰			Canned big-eyed tuna in brine 
74	15132						めばち油づけかん詰			Canned big-eyed tuna in oil 
74	15139						その他のめばちかん詰			Other canned big-eyed tuna 
74	1514					いかかん詰				Canned cuttlefish 
74	15141						いか水煮かん詰			Canned squid in brine 
74	15142						いか味付かん詰			Canned seasoned squid 
74	15149						その他のいかかん詰			Other canned squid 
74	1515					たこかん詰				Canned octopus 
74	15151						たこ水煮かん詰			Canned octpous in brine 
74	15152						たこ味付かん詰			Canned seasoned octopus 
74	15159						その他のたこかん詰			Other canned octopus 
74	1516					えびかん詰				Canned shrimp meat 
74	15161						えび塩水づけかん詰			Canned shrimp meat in brine 
74	15162						えび水煮かん詰			Canned shrimp meat in water 
74	15169						その他のえびかん詰			Other canned shrimp meat 
74	1517					かにかん詰				Canned crab meat 
74	15171						たらばがに水煮かん詰			Canned king crab meat in natural juice 
74	15172						あぶらがに水煮かん詰			"Canned boiled ""abura"" crab meat "
74	15173						けがに水煮かん詰			"Canned ""kegani” crab meat in natural juice "
74	15174						はなさきがに水煮かん詰			"Canned ""hanasaki"" crab meat in natural juice "
74	15175						ずわいがに水煮かん詰			"Canned red crab ""zuwai"" crab meat in natural juice "
74	15179						その他のかにかん詰			Other canned crab meat 
74	1518					貝類かん詰				Canned shellfishes 
74	151801							しじみ味付かん詰		Canned seasoned fresh water clam 
74	151802							かき水煮かん詰		Canned oyster in brine 
74	151803							かきくん製油づけかん詰		Canned smoked oyster in oil 
74	151804							ほたて貝柱水煮かん詰		Canned ligament of scallop in brine 
74	151805							ほたて貝味付かん詰		Canned seasoned scallop 
74	151806							たいら貝柱水煮かん詰		Canned ligament of penshell in brine 
74	151807							たいら貝柱味付かん詰		Canned seasoned ligament of penshell 
74	151808							あか貝味付かん詰		Canned seasoned ark shell 
74	151811							あか貝くしざしかん詰		Canned spitted ark shell 
74	151812							あさり水煮かん詰		Canned little neck clam in brine 
74	151813							あさり味付かん詰		Canned seasoned little neck clam 
74	151814							あさりくん製油づけかん詰		Canned smoked little neck clam in oil 
74	151815							はまぐり水煮かん詰		Canned hard clam in brine 
74	151816							はまぐり味付かん詰		Canned seasoned hard clam 
74	151817							はまぐりくん製油づけかん詰		Canned smoked hard clam in oil 
74	151818							はまぐりくしざしかん詰		Canned spitted hard clam 
74	151821							うば貝味付かん詰		Canned seasoned hen clam 
74	151822							ほっき貝水煮かん詰		Canned hen clam in brine 
74	151823							ほっき貝味付かん詰		Canned seasoned hen clam 
74	151824							あわび水煮かん詰		Canned abalone in water 
74	151825							あわび味付かん詰		Canned seasoned abalone 
74	151826							とこぶし水煮かん詰		"Canned “Tokobushi"" in water "
74	151827							とこぶし味付かん詰		"Canned seasoned ""Tokobushi"" "
74	151828							さざえ味付かん詰		Canned seasoned topshell 
74	151831							ばい貝味付かん詰		Canned seasoned ivory shell 
74	151832							まて貝水煮かん詰		Canned jackknife clam in brine 
74	151833							まて貝味付かん詰		Canned seasoned jackknife clam 
74	151834							とり貝水煮かん詰		Canned heart clam in brine 
74	151835							とり貝味付かん詰		Canned seasoned heart clam 
74	151836							貝類くしざしかん詰		Canned spitted shellfishes 
74	151837							貝類くし焼かん詰		Canned roasted spitting shellfishes 
74	151899							その他の貝類かん詰		Other canned shellfishes 
74	1599					その他のかん詰魚介類				Other canned fish and shellfish 
74	16			冷凍魚介類（冷凍食品を除く。）						Frozen fish and shellfishes (except prepared frozen foods) 
74	1601					冷凍にしん				Frozen herring 
74	1602					冷凍いわし				Frozen sardine 
74	1603					冷凍まぐろ				Frozen tuna 
74	16031						冷凍びんながまぐろ			Frozen albacore 
74	16032						冷凍きわだ			Frozen yellowfin tuna 
74	16033						冷凍くろまぐろ			Frozen bluefin tuna 
74	16034						冷凍めばち			Frozen big-eyed tuna 
74	16035						冷凍みなみまぐろ			Frozen southern bluefin tuna 
74	16039						その他の冷凍まぐろ			Other frozen tuna 
74	1604					冷凍かじき				Frozen sword fish 
74	16041						冷凍くろかわかじき			Frozen black marlin 
74	16042						冷凍しろかわかじき			Frozen white marlin 
74	16043						冷凍まかじき			Frozen striped marlin 
74	16044						冷凍めかじき			Frozen broadbill swordfish 
74	16045						冷凍ばしょうかじき			Frozen sailfish 
74	16049						その他の冷凍かじき			Other frozen swordfishes 
74	1605					冷凍さんま				Frozen saury pike 
74	1606					冷凍ほっけ				Frozen atka mackerel 
74	1607					冷凍いか類				Frozen squid 
74	16071						冷凍するめいか			Frozen common cuttlefish 
74	16072						冷凍もんごういか			Frozen cuttlefishes and squids 
74	16079						その他の冷凍いか類			Other frozen squid 
74	1608					冷凍かつお				Frozen skipjack 
74	1611					冷凍さば				Frozen mackerel 
74	1612					冷凍あじ				Frozen horse mackerel 
74	1613					冷凍たら（すけとうだらを含む。）				Frozen cod (including Alaska pollack) 
74	1614					冷凍ひらめ				Frozen flatfish 
74	1615					冷凍かれい				Frozen flounder 
74	1616					冷凍たい				Frozen sea bream 
74	1617					冷凍ぶり				Frozen yellowtail 
74	1618					冷凍さわら				Frozen sawara niphonia 
74	1621					冷凍さけ・ます				Frozen salmon and trout 
74	1622					冷凍しいら				Frozen dolphin 
74	1623					冷凍おひょう				Frozen halibut 
74	1624					冷凍めぬけ				Frozen red fish 
74	1625					冷凍メルルーサ				Frozen common hake 
74	1626					冷凍いかなご				Frozen sand lance 
74	1627					冷凍にじます				Frozen rainbow trout 
74	1628					冷凍貝柱				Frozen shell ligament 
74	1631					冷凍あさり				Frozen little neck clam 
74	1632					冷凍はまぐり				Frozen hard clam 
74	1633					冷凍かき				Frozen oyster 
74	1634					冷凍たこ				Frozen octopus 
74	1635					冷凍えび類				Frozen shrimps 
